Ids,Created_at,Text
1.37E+18,Sat Mar 20 15:03:22 +0000 2021,50 🔥 for wood  #INDvENG
1.37E+18,Sat Mar 20 15:03:22 +0000 2021,What a bit of fielding 👏🏻👏🏻
1.37E+18,Sat Mar 20 15:03:22 +0000 2021,@Vaathiyar_ Namma b team paarunga 🥰
1.37E+18,Sat Mar 20 15:03:22 +0000 2021,I think Virat had a chat with ABD yesterday also😂#INDvENG https://t.co/fmtrwBmkPU
1.37E+18,Sat Mar 20 15:03:22 +0000 2021,SIX! Onto the pads from Jordan and Hardik just flicked it away for a maximum over fine-leg #INDvENG #INDvsENG L… https://t.co/MWlwkMlhQ2
1.37E+18,Sat Mar 20 15:03:22 +0000 2021,Shot ra Hardik 👌🏌️ #INDvENG
1.37E+18,Sat Mar 20 15:03:23 +0000 2021,#INDvENG Player like Suryakumar Yadav should have been groomed from younger days so that they play longer for country
1.37E+18,Sat Mar 20 15:03:23 +0000 2021,Wow 🤩
1.37E+18,Sat Mar 20 15:03:24 +0000 2021,Waah maza aa gya shot dekh k.. #INDvENG
1.37E+18,Sat Mar 20 15:03:24 +0000 2021,"Kungfu Pandya is back in action, this is what I needed from this Kungfu finisher.#INDvENG"
1.37E+18,Sat Mar 20 15:03:25 +0000 2021,Whatttttttt a match!!! #INDvENG
1.37E+18,Sat Mar 20 15:03:25 +0000 2021,#INDvENG Do we say that it series win for India with this score
1.37E+18,Sat Mar 20 15:03:25 +0000 2021,Imagine crowd in the stadium. Fck you COVID #INDvENG
1.37E+18,Sat Mar 20 15:03:25 +0000 2021,இங்கிலாந்து பிளேயர்க்கு தண்ணி காட்ராங்க இந்தியா பேட்ஸ்மேன் 😁🤫💥#Master #INDvENG
1.37E+18,Sat Mar 20 15:03:25 +0000 2021,50 up for Mark Wood.#Overrated#INDvENG
1.37E+18,Sat Mar 20 15:03:26 +0000 2021,#RohiratBest inning by #ViratKohli  50+ and #RohitSharma  64 run .#India 200+ Possible.#Hitman #rohirat #rohit… https://t.co/xsExbXwOwz
1.37E+18,Sat Mar 20 15:03:26 +0000 2021,Jordan ki toh bc puri series me.gaand maar k rakhi hai😂😂#INDvENG
1.37E+18,Sat Mar 20 15:03:26 +0000 2021,Fair to say the run chase should be interesting #INDvENG
1.37E+18,Sat Mar 20 15:03:26 +0000 2021,@Harshh_One8 https://t.co/OBoOV6av3X
1.37E+18,Sat Mar 20 15:03:27 +0000 2021,Eng have dished up some awful bowling here. #INDvENG
1.37E+18,Sat Mar 20 15:03:27 +0000 2021,India almost reached 200 runs!!! 193-2 at end of 18th over🔥Decider game!!! India has comes from excellent batting… https://t.co/FSF59Whwsz
1.37E+18,Sat Mar 20 15:03:27 +0000 2021,6 off 1st ball. sahi hai boss #INDvENG
1.37E+18,Sat Mar 20 15:03:28 +0000 2021,#INDvENGWood 50  England Best Bowler  congrats #INDvENG
1.37E+18,Sat Mar 20 15:03:28 +0000 2021,inject it 💉💉
1.37E+18,Sat Mar 20 15:03:29 +0000 2021,193-2 in 18 over what do you think final score would .....?#INDvENG
1.37E+18,Sat Mar 20 15:03:30 +0000 2021,30 off 12 possible? #INDvENG
1.37E+18,Sat Mar 20 15:03:30 +0000 2021,What a match 🥳#INDvENG #TeamIndia
1.37E+18,Sat Mar 20 15:03:30 +0000 2021,Hardik mass begins..#INDvENG
1.37E+18,Sat Mar 20 15:03:30 +0000 2021,Pandya and Kohli 😍🙌 #INDvENG
1.37E+18,Sat Mar 20 15:03:30 +0000 2021,220 - 230 ? #Master #INDvENG
1.37E+18,Sat Mar 20 15:03:31 +0000 2021,220+ 😎
1.37E+18,Sat Mar 20 15:03:31 +0000 2021,"5th T20I. 18.1: C Jordan to H Pandya (31), 6 runs, 199/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
1.37E+18,Sat Mar 20 15:03:31 +0000 2021,"5th T20I. 18.1: C Jordan to H Pandya, 6 runs, 199/2 https://t.co/UTz9csEWtg #INDvENG"
1.37E+18,Sat Mar 20 15:03:31 +0000 2021,हार्दिक पंड्या ने क्रिस जॉर्डन की गेंद पर छक्का लगाया   199/2 (18.1 ओवर) #INDvENG https://t.co/0Y4bnfDgtv https://t.co/xtKpnfem7f
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,"As class/ridiculous as that catch was, a word on Suryakumar Yadav, who has now hit 29.17% of the balls he's faced i… https://t.co/4WPM0eLBF8"
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,TodayHe scored His28th international t20 half century ...My@imVkohli 🥰❤What a Player What a Captain ❤… https://t.co/KgsaWLXJjy
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,शानदार six हार्दिक पंड्या 👌👌@hardikpandya7 #INDvENG
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,@CricCrazyJohns Worst strike rate in today #INDvENG
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,🙏 210 + #INDvENG
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,Predict the final score of India #INDvENG
1.37E+18,Sat Mar 20 15:03:32 +0000 2021,Hardik🔥 what a freakin team this is! #INDvENG
1.37E+18,Sat Mar 20 15:03:33 +0000 2021,Yo what's going on India? 🤣 #INDvENG
1.37E+18,Sat Mar 20 15:03:33 +0000 2021,Brutal hitting today 🔥 #INDvENG
1.37E+18,Sat Mar 20 15:03:33 +0000 2021,Hardikkkkk #INDvENG
1.37E+18,Sat Mar 20 15:03:33 +0000 2021,Wow 🤯
1.37E+18,Sat Mar 20 15:03:34 +0000 2021,Now #HardikPandya joins the party 😂🔥💪#INDvENG
1.37E+18,Sat Mar 20 15:03:34 +0000 2021,Maja arha hai😹😹😹#INDvENG
1.37E+18,Sat Mar 20 15:03:34 +0000 2021,Sometimes Edo Ala#ViratKohli #INDvENG https://t.co/k59wKJNJqs
1.37E+18,Sat Mar 20 15:03:34 +0000 2021,Shame Jordan can’t bowl as well as he fields #INDvENG
1.37E+18,Sat Mar 20 15:03:34 +0000 2021,Who else noticed. When mark wood was taking wickets @cricbuzz writers @_rrroy_ were highlighting his pace in bold but not today. 🤣🤣 #INDvENG
1.37E+18,Sat Mar 20 15:03:35 +0000 2021,Pandya umeed jaga di #INDvENG
1.37E+18,Sat Mar 20 15:03:35 +0000 2021,#INDvENG How good was this from Chris Jordan? A moment of brilliance on the field. 📸BCCI https://t.co/eRRjVTiny5
1.37E+18,Sat Mar 20 15:03:35 +0000 2021,"Iyer would have come in place of Pandya, anyways , going well #INDvENG"
1.37E+18,Sat Mar 20 15:03:35 +0000 2021,Kung -Fu - Pandya💪#INDvENG
1.37E+18,Sat Mar 20 15:03:35 +0000 2021,@ChloeAmandaB Wood 50🔥 wood gets his half century off 24 balls. England clearly has plans this innings and wood is… https://t.co/gO1u3kDTsO
1.37E+18,Sat Mar 20 15:03:35 +0000 2021,The Swivel SIX 6️⃣ has been the SHOT - WOW - Superb Batting 🏏🔥🙌🏾 #INDvENG #HardikPandya #T20
1.37E+18,Sat Mar 20 15:03:36 +0000 2021,Rohit and Virat raining fire on opponents is the kinda stuff nightmares are made off #INDvENG 😎😎😎P.S.: on a date… https://t.co/OaidAEVaO0
1.37E+18,Sat Mar 20 15:03:36 +0000 2021,@imVkohli ko team se nikalo ....Ye kaun bol raha tha ?#ViratKohli #INDvENG
1.37E+18,Sat Mar 20 15:03:36 +0000 2021,Sexy shot ra pandya 👌🔥🥳#INDvENG #SarkaruVaariPaata
1.37E+18,Sat Mar 20 15:03:37 +0000 2021,#INDvENG #IndiaVirat kohli today be like: https://t.co/2rnBibfcrN
1.37E+18,Sat Mar 20 15:03:37 +0000 2021,#INDvENG 🤝 #InternationalDayOfHappiness
1.37E+18,Sat Mar 20 15:03:37 +0000 2021,And one of the best catches in recent times goes to... Jason Roy 🧐😂Brilliant fielding by Chris Jordan here 👏🏼… https://t.co/7kA6hdox75
1.37E+18,Sat Mar 20 15:03:37 +0000 2021,Hardik Pandya is backkk!#INDvENG
1.37E+18,Sat Mar 20 15:03:38 +0000 2021,Outrageous
1.37E+18,Sat Mar 20 15:03:38 +0000 2021,Men in Blue on Assault 😍🔥#INDvENG #ENGvIND
1.37E+18,Sat Mar 20 15:03:38 +0000 2021,@BCCI @Paytm @MichaelVaughan he busy in ticket booking for England team..wht do you think?? 😂😂😂#INDvENG
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,"Saturday Special: Kadhai Paneer to celebrate 3 good news &amp; 4th for future.1,2,3: #AnilDeshmukh (100 Cr)… https://t.co/lO8Lki4eu1"
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,Jordan run machine on again ffs morgan #INDvENG
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,Plzzz like  &amp;   RT below tweet  🙏🙏🙏#AnilDeshmukh #Hitman#rohirat#UddhavThackeray#Casteist_Judiciary… https://t.co/llIx5QySjW
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,Virat Kohli will surely have a sore throat tomorrow!!!! #INDvENG
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,As predicted 😌😉#INDvENG #kohli #hardikpandya #ViratKohli
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,Pant behind the stumps = Kohli at non striker's#INDvENG
1.37E+18,Sat Mar 20 15:03:41 +0000 2021,"@BCCI @Paytm 1st fifty for Eng in this match, Mark Wood : 53#INDvENG #INDvsENG_2021 #ENGvsIND"
1.37E+18,Sat Mar 20 15:03:42 +0000 2021,Expecting a tweet from @MichaelVaughan on the Mumbai INDIA n's 1st Innings... @surya_14kumar @hardikpandya7 and… https://t.co/9864XHGjYt
1.37E+18,Sat Mar 20 15:03:42 +0000 2021,"When Hardik Pandya gets hold of a ball , he doesn't really hold the ball. #INDvENG"
1.37E+18,Sat Mar 20 15:03:43 +0000 2021,Hardik 🔥🔥🔥🔥🔥#INDvENG
1.37E+18,Sat Mar 20 15:03:43 +0000 2021,"I'd usually back England to chase any score down, but not today. We've been all over the place with our plans. Lost… https://t.co/Q51j6PecNh"
1.37E+18,Sat Mar 20 15:03:43 +0000 2021,Today is our day! 😎#INDvENG  🇮🇳🇮🇳🇮🇳
1.37E+18,Sat Mar 20 15:03:44 +0000 2021,Cup thookki namba #India kaila kudunga da.... Inaikku sema aattam🔥🔥🔥🔥#INDvENG
1.37E+18,Sat Mar 20 15:03:44 +0000 2021,The one thing I wanted to see is how we'd do at the death and we've been poor again #INDvENG
1.37E+18,Sat Mar 20 15:03:44 +0000 2021,Mumbai Indians to BCCI#INDvENG https://t.co/B4z8KMATiV
1.37E+18,Sat Mar 20 15:03:44 +0000 2021,if your bf replied you today after    7 pm then you can marry him #INDvENG Rohit and virat
1.37E+18,Sat Mar 20 15:03:45 +0000 2021,Outstanding ❤
1.37E+18,Sat Mar 20 15:03:45 +0000 2021,am I the only one who's finding that english bowlers are targeting leg side which is the strongest side for most batsman🐸#INDvENG
1.37E+18,Sat Mar 20 15:03:46 +0000 2021,And now 50 for #markwood 👍🏻 #INDvENG
1.37E+18,Sat Mar 20 15:03:46 +0000 2021,Hitman got out on 64 at the end of the 9th over and now 18th over just got ended and kohli is still 1 short of hitman at 63.👀#INDvENG
1.37E+18,Sat Mar 20 15:03:46 +0000 2021,Blues on the TV and Englad chasing A HUGE Score to beat India on the IPAD👊💙🏏 #BCFC #INDvENG
1.37E+18,Sat Mar 20 15:03:47 +0000 2021,Mark Wood &amp; Archer Today Be Like#INDvENG https://t.co/DqJTzuJKSe
1.37E+18,Sat Mar 20 15:03:47 +0000 2021,I can't see India bowling badly enough for England to win this #INDvENG
1.37E+18,Sat Mar 20 15:03:48 +0000 2021,Love how Kohli shouts in excitement from the non-striker’s end when the batsman hits a boundary / six. What a champ! #INDvENG
1.37E+18,Sat Mar 20 15:03:48 +0000 2021,This is the MI's Power in today's match 5th t20 #INDvENG @mipaltan  @ImRo45 @surya_14kumar @hardikpandya7
1.37E+18,Sat Mar 20 15:03:49 +0000 2021,End Of 18th Over. Ind- 193/2 With still 2 Overs To Go. How many more runs could @imVkohli and @hardikpandya7 Scor… https://t.co/kobs9xnBFS
1.37E+18,Sat Mar 20 15:03:49 +0000 2021,Crikey.  The cricket. #INDvENG
1.37E+18,Sat Mar 20 15:03:49 +0000 2021,Sexiest match everrr #INDvENG
1.37E+18,Sat Mar 20 15:03:49 +0000 2021,Can we stop with the unrelenting use of the world 'banker' please. It feels less like cricket and more like an epis… https://t.co/m4Ip0uHfFA
1.37E+18,Sat Mar 20 15:03:49 +0000 2021,#ViratKohli fitness 🙏. #INDvENG
1.37E+18,Sat Mar 20 15:03:49 +0000 2021,Lol Morgan gave 4 overs too wood instead of STOKES who bowled cutters well &amp; took Rohit..#INDvENG
1.37E+18,Sat Mar 20 15:03:50 +0000 2021,The penultimate over starts off with the ball flying into the orange seats in this beautiful stadium 🙌A monstrous… https://t.co/JanRIkCtEt
1.37E+18,Sat Mar 20 15:03:50 +0000 2021,One sided match ho gaya ...🙄#INDvENG
1.37E+18,Sat Mar 20 15:03:50 +0000 2021,OMG Beyond “wow”
1.37E+18,Sat Mar 20 15:03:51 +0000 2021,"""This Is The Over तोडफोडा...🔥🔥🔥#INDvENG"
1.37E+18,Sat Mar 20 15:03:51 +0000 2021,Team India - 10 sixes 15 fours 🔥#INDvENG
1.37E+18,Sat Mar 20 15:03:51 +0000 2021,That is phenomenal!!! What a catch by...Jason Roy!! 🧐Chris Jordan 👏 🤯Keep up to date on the BBC Sport website 👇… https://t.co/yQCTO78XRd
1.37E+18,Sat Mar 20 15:03:51 +0000 2021,#INDvENG 5th T-20  Fifty partnership between Kohli and Pandya in 28 balls.#TeamIndia #WTC21 #IPL… https://t.co/z30gkeSq8H
1.37E+18,Sat Mar 20 15:03:52 +0000 2021,Rohit and Virat today in #INDvENG https://t.co/nQrJpGoMN3
1.37E+18,Sat Mar 20 15:03:52 +0000 2021,#RohitSharma#INDvENG#rohirat#ViratKohli@ImRo45 @imVkohli ❤️🔥 https://t.co/3cSMB61h3I
1.37E+18,Sat Mar 20 15:03:53 +0000 2021,Yeeh sixer 🔥#INDvENG
1.37E+18,Sat Mar 20 15:03:53 +0000 2021,Stop it right now that is absolutely ridiculous!!!
1.37E+18,Sat Mar 20 15:03:53 +0000 2021,Today’s #INDvENG game = mini MI 😂
1.37E+18,Sat Mar 20 15:03:53 +0000 2021,Indian commentators&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;Indian comedian #INDvENG
1.37E+18,Sat Mar 20 15:03:53 +0000 2021,"Chris Jordan follows suit, half tracker on leg stump, 6 #INDvENG"
1.37E+18,Sat Mar 20 15:03:53 +0000 2021,Christ. About 80 runs off the hip in this innings. Stop bowling it there 🙈 #INDvENG
1.37E+18,Sat Mar 20 15:03:54 +0000 2021,Good 6  #INDvENG
1.37E+18,Sat Mar 20 15:03:54 +0000 2021,Barbados vs baroda...#INDvENG
1.37E+18,Sat Mar 20 15:03:55 +0000 2021,YayyyyyyyyyyyyyyyyyyyJASMIN X GURNAZAR SOON
1.37E+18,Sat Mar 20 15:03:55 +0000 2021,Pandya Whaaaatta Shot..#INDvENG 💪
1.37E+18,Sat Mar 20 15:03:55 +0000 2021,Flicked it out of air with right hand#INDvENG #ViratKohli # https://t.co/agtxPijA5P
1.37E+18,Sat Mar 20 15:03:55 +0000 2021,MI ke ladkon ne England ke dhaage khol diye... #INDvENG
1.37E+18,Sat Mar 20 15:03:56 +0000 2021,भूत बना दिया #INDvENG
1.37E+18,Sat Mar 20 15:03:59 +0000 2021,THE ART:Piercing long on and deep mid-wicketTHE ARTIST:Virat Kohli#INDvENG #INDvsENG #Kohli #ENGvsIND… https://t.co/pJbBry87yK
1.37E+18,Sat Mar 20 15:03:59 +0000 2021,Brilliant batting from India and Very Poor Bowling from England#INDvENG
1.37E+18,Sat Mar 20 15:03:59 +0000 2021,"Fucking hell, enough India. Please. #INDvENG https://t.co/yPRXvfbNVt"
1.37E+18,Sat Mar 20 15:04:00 +0000 2021,Fucking sex!!!!!
1.37E+18,Sat Mar 20 15:04:00 +0000 2021,@hardikpandya7 smacks it for 6! #INDvENG
1.37E+18,Sat Mar 20 15:04:00 +0000 2021,#INDvENG #rohitsharma #viratkohli #suryakumaryadav #hardikpandya https://t.co/vsTkpUTu5K
1.37E+18,Sat Mar 20 15:04:00 +0000 2021,Virat Kohli surpasses Kane Williamson to score most fifties as captain in T20is. @imVkohli #INDvENG
1.37E+18,Sat Mar 20 15:04:00 +0000 2021,Natasha looking hot 😁😜#INDvENG
1.37E+18,Sat Mar 20 15:04:01 +0000 2021,score #INDvENG 220+ for #india ? dont look good at the mo for #England
1.37E+18,Sat Mar 20 15:04:02 +0000 2021,50 partnership is up between Hardik and Virat. #INDvENG
1.37E+18,Sat Mar 20 15:04:02 +0000 2021,Quality hitting from the Indian batsmen but this bowling is utterly dire - are 90mph pies a thing? #INDvENG
1.37E+18,Sat Mar 20 15:04:02 +0000 2021,This is the Hardik we know! 🔥#INDvENG
1.37E+18,Sat Mar 20 15:04:02 +0000 2021,"When @imVkohli starts playing against the bowlers who have been amazing for a couple of games, then that bowlers ha… https://t.co/hBTjZfXSXv"
1.37E+18,Sat Mar 20 15:04:03 +0000 2021,"Indian fans : It's been 4 matches, n we aren't crossing 200 marks a single time..Kohli, Rohit, SKY, Pandya :… https://t.co/e1TUKajjwQ"
1.37E+18,Sat Mar 20 15:04:03 +0000 2021,Usain Bolt and Jonty Rhodes combined! #INDvsENG
1.37E+18,Sat Mar 20 15:04:03 +0000 2021,Surya dismissals: Last game - 1 tip 2 hands This game - no tip 3 hands #INDvENG
1.37E+18,Sat Mar 20 15:04:03 +0000 2021,Final score predictions kaun  batayega 👀 #INDvENG #INDVSENG
1.37E+18,Sat Mar 20 15:04:04 +0000 2021,Now Kohli hitting Everyone is calmly supporting 🔥🔥#INDvENG #INDvsEND
1.37E+18,Sat Mar 20 15:04:04 +0000 2021,Virat the run machine kohli🔥🔥🔥#INDvENG #ViratKohli
1.37E+18,Sat Mar 20 15:04:04 +0000 2021,#INDvENGThis is just brilliant from India😀
1.37E+18,Sat Mar 20 15:04:04 +0000 2021,I am just loving Kohli's reactions today from the non-strikers end😁👌👌What a great leader @imVkohli#INDvENG
1.37E+18,Sat Mar 20 15:04:04 +0000 2021,199 DAMNNNN#INDvENG
1.37E+18,Sat Mar 20 15:04:05 +0000 2021,@VVSLaxman281 Thts not fair right.... Both fielders should be given equal credit... Another unfair norm that needs… https://t.co/zxnsmVtLQn
1.37E+18,Sat Mar 20 15:04:06 +0000 2021,"Most runs as captain ☑️Most 50-plus scores as captain in T20Is ☑️Virat Kohli, the run-machine 💥🙌#INDvENG… https://t.co/wKXBD4ScBT"
1.37E+18,Sat Mar 20 15:04:06 +0000 2021,and all of a sudden @ECB_cricket look ordinary #INDvENG
1.37E+18,Sat Mar 20 15:04:06 +0000 2021,#INDvENG #INDvsENGSIX!Hardik Pandya (31*) smacks Chris Jordan over backward square leg for a sixIndia 199/2 i… https://t.co/z6ORvBB8Zs
1.37E+18,Sat Mar 20 15:04:06 +0000 2021,#INDvENGEveryone seeing this Indian Batting Masterclass: https://t.co/tle6LhryZn
1.37E+18,Sat Mar 20 15:04:06 +0000 2021,India have never a T20 International after scoring 200+ batting first - nine wins from nine previous instances. In… https://t.co/U2BqwBCQD0
1.37E+18,Sat Mar 20 15:04:07 +0000 2021,Chris Jordan that’s just rude #INDvENG
1.37E+18,Sat Mar 20 15:04:07 +0000 2021,🇮🇳n batsmen took their revenge on @MAWood33 's excellent bowling spell in this series by destroying him for 53/0 in his 4 overs.#INDvENG
1.37E+18,Sat Mar 20 15:04:07 +0000 2021,@CricCrazyJohns #virat Worst strike rate in today #INDvENG
1.37E+18,Sat Mar 20 15:04:09 +0000 2021,Kohli haters are the living example that evolution can be reversed. A human can be a chimpanzee. #INDvENG
1.37E+18,Sat Mar 20 15:04:09 +0000 2021,215-230 I feel #INDvENG
1.37E+18,Sat Mar 20 15:04:09 +0000 2021,#INDvENG  #rohitsharma #viratkohli #suryakumaryadav #hardikpandya https://t.co/1mmug7hfZ0
1.37E+18,Sat Mar 20 15:04:11 +0000 2021,Brilliant fifty of mark wood😊@MichaelVaughan#MumbaiIndians#ENGvIND#INDvENG
1.37E+18,Sat Mar 20 15:04:11 +0000 2021,ENGLAND PARITHAABANGAL😆😆 #INDvENG
1.37E+18,Sat Mar 20 15:04:11 +0000 2021,Atta uthakandi mowa #INDvENG #Trending https://t.co/cIJuufRdxS
1.37E+18,Sat Mar 20 15:04:13 +0000 2021,Hardik The Finisher 👏🔥🔥#INDvENG #ENGvIND #INDvsENG #ENGvsIND #INDvEND
1.37E+18,Sat Mar 20 15:04:14 +0000 2021,Mark Wood arikuendwa naye nhasi...#INDvENG @TChihota23
1.37E+18,Sat Mar 20 15:04:15 +0000 2021,Badly missing the crowd 🙁#INDvENG
1.37E+18,Sat Mar 20 15:04:15 +0000 2021,Hard hitting Pandya #INDvENG
1.37E+18,Sat Mar 20 15:04:16 +0000 2021,Chris Jordan eminently better at one handed catches in the outfield than trying not to bowl leg side half volleys it seems #INDvENG
1.37E+18,Sat Mar 20 15:04:16 +0000 2021,"3rd fifty in the series for Virat Kohli, as he brought it in 37 balls. #indvEng #Indvseng https://t.co/yoirhoLDb7"
1.37E+18,Sat Mar 20 15:04:16 +0000 2021,Score = 205Hitman #RohithSharma #ViratKohli #INDvENG #HardikPandya  Indian Fans -: https://t.co/GW8PIYajAz
1.37E+18,Sat Mar 20 15:04:16 +0000 2021,@ChloeAmandaB Wood 50🔥 wood gets his half century off 24 balls. England clearly has plans this innings and wood is… https://t.co/VejIAOrxTy
1.37E+18,Sat Mar 20 15:04:16 +0000 2021,"This is really rather awful from England, that catch aside isn't it? #INDvENG"
1.37E+18,Sat Mar 20 15:04:17 +0000 2021,Massive Massive 6🔥🔥Hardik#INDvENG #INDvsENG_2021
1.37E+18,Sat Mar 20 15:04:18 +0000 2021,Virat be like :*Jab tak Rohit ka score cross karega nehi..tab tak chhodega nehi*#INDvENG #ViratKohli https://t.co/FUvpinczfv
1.37E+18,Sat Mar 20 15:04:18 +0000 2021,"On the pads, and Hardik says, thank you very much 🙌A six to begin the penultimate over 🔥#INDvENG #SaddaPunjab #PunjabKings"
1.37E+18,Sat Mar 20 15:04:18 +0000 2021,Hardik started 😂💥Two maximums in a row ! #INDvENG  #Master #HardikPandya
1.37E+18,Sat Mar 20 15:04:19 +0000 2021,This is going to be an all-time classic run chase from the lads...🏴󠁧󠁢󠁥󠁮󠁧󠁿#INDvENG
1.37E+18,Sat Mar 20 15:04:19 +0000 2021,Happy to be answered like that.... Lol 😂#INDvENG #T20Cricket #BCCI #IndianCricketTeam @hardikpandya7
1.37E+18,Sat Mar 20 15:04:19 +0000 2021,Fifty for wood 😅 just 24 balls z#INDvENG https://t.co/o2djM0Mfu7
1.37E+18,Sat Mar 20 15:04:19 +0000 2021,"Blues on the TV and Englad chasing A HUGE Score to beat India on the IPAD, Hopefully 2 Hours Exciting Sport ahead👊💙🏏 #BCFC #INDvENG"
1.37E+18,Sat Mar 20 15:04:19 +0000 2021,And this will allow Sundar to bowl in the powerplay. #INDvENG @ER_AMIT19
1.37E+18,Sat Mar 20 15:04:20 +0000 2021,No. 3 played 50+ No. 4 played 50+No. 1 played 50+ King always king🤙❤️#INDvENG #kohli
1.37E+18,Sat Mar 20 15:04:20 +0000 2021,Chakke tey chakka 🤩🤩🥰🥰India 205/2
1.37E+18,Sat Mar 20 15:04:21 +0000 2021,Playing Now! #INDvENG https://t.co/JnHRkt2el4
1.37E+18,Sat Mar 20 15:04:21 +0000 2021,Virat Kohli is probably the only spectator in the Game of cricket who got to play some balls during a T20 Intnl mat… https://t.co/ZTTenohto2
1.37E+18,Sat Mar 20 15:04:21 +0000 2021,Is Kohli and Rohit as opener would be next sachin-sehwag?#INDvENG
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,THATT WAS SPLENDID KUNG FU 💙😭!!!#INDvENG
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,Congratulations Wood for reaching your half century... Many more to come ! 🔥 #INDvENG
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,#INDvENG #rohitsharma #viratkohli #suryakumaryadav #hardikpandya https://t.co/hXttN4pqzV
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,Pandya saving Kohli's ass here. #IndvEng
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,Each day Virat Kohli come and break the record! Today two! #ViratKohli #INDvENG
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,Pretty trash bowling by England. India onto a mammoth score 🦣 🏏 #ENGvsIND #Cricket #INDvENG #t20
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,India 🇮🇳 has NEVER lost a T20I match after scoring 200+ runs in the first innings. (won 9 out of 9 matches)… https://t.co/8S6XaDLi7J
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,"5th T20I. 18.2: C Jordan to H Pandya, 6 runs, 205/2 https://t.co/UTz9csEWtg #INDvENG"
1.37E+18,Sat Mar 20 15:04:22 +0000 2021,"5th T20I. 18.2: C Jordan to H Pandya (37), 6 runs, 205/2 https://t.co/esxKh1ABfR #INDvENG @Paytm"
1.37E+18,Sat Mar 20 15:04:23 +0000 2021,Hardiikkkk bdhai ho💪💪🏏🔥#INDvENG
1.37E+18,Sat Mar 20 15:04:23 +0000 2021,Pandya power daaa💥💥#INDvENG
1.37E+18,Sat Mar 20 15:04:24 +0000 2021,We need some Sixes #INDvENG
1.37E+18,Sat Mar 20 15:04:24 +0000 2021,200 for Team.India ❤😍#INDvENG #ENGvIND
1.37E+18,Sat Mar 20 15:04:24 +0000 2021,Mumbai Indians boys are bailing out RCB captain here #IndiavsEngland #INDvENG #INDvsEND
1.37E+18,Sat Mar 20 15:04:24 +0000 2021,5th T20I: Hardik Pandya hits Chris Jordan for a 6!  205/2 (18.2 Ov) #INDvENG https://t.co/GWPzG7SwBF https://t.co/CyMHEBOZPn
1.37E+18,Sat Mar 20 15:04:24 +0000 2021,Obvs I'm watching #MilanoSanremo but happy to see these updates
1.37E+18,Sat Mar 20 15:04:25 +0000 2021,24 sixes in the last 4 Matches by India. 10 Sixes so far now in this match. #INDvENG
1.37E+18,Sat Mar 20 15:04:25 +0000 2021,Hardikkk 🔥#INDvENG
1.37E+18,Sat Mar 20 15:04:25 +0000 2021,This Indian innings has been a treat to watch. Wow. #INDvENG
1.37E+18,Sat Mar 20 15:04:26 +0000 2021,Pandya 😍🔥#INDvENG
1.37E+18,Sat Mar 20 15:04:26 +0000 2021,Another 6️⃣ back to back 6️⃣ form Pandya 👏🔥#INDvENG #INDvsENG
1.37E+18,Sat Mar 20 15:04:26 +0000 2021,Cc @TdoWorldWide
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,Just get India and England in the final of the WC and give India the trophy already! Other teams are miles behind these two! #INDvENG
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,Chusi adadalu avvani em lev..ravadam iragadeyada manthe. #INDvENG
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,"Team India or Mumbai Indians, I am confused 😕#INDvENG"
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,PANDYA STRIKESSSS 💥💥💥💥200 comes up 😎#INDvENG
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,Kung Fu Pandya 🔥🔥🔥#INDvENG #ENGvsIND https://t.co/CJnsmleZHY
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,Please read this tweet again to know what happened next ball. Thank you.#INDvENG
1.37E+18,Sat Mar 20 15:04:27 +0000 2021,Kung Fu pandya 🤩🤩😍❤️ #INDvENG
